lambda,x,rho,type,x0,x1
1.1,-0.39855072,0.857325,emp,-0.39855072,-0.32608697
1.1,-0.32608697,0.83904,emp,-0.32608697,-0.2536232
1.1,-0.2536232,0.79902,emp,-0.2536232,-0.18115942
1.1,-0.18115942,0.774525,emp,-0.18115942,-0.10869565
1.1,-0.10869565,0.728985,emp,-0.10869565,-0.036231883
1.1,-0.036231883,0.692415,emp,-0.036231883,0.036231883
1.1,0.036231883,0.653085,emp,0.036231883,0.10869565
1.1,0.10869565,0.622725,emp,0.10869565,0.18115942
1.1,0.18115942,0.58443,emp,0.18115942,0.2536232
1.1,0.2536232,0.55131,emp,0.2536232,0.32608697
1.1,0.32608697,0.50646,emp,0.32608697,0.39855072
1.1,0.39855072,0.472995,emp,0.39855072,0.4710145
1.1,0.4710145,0.44712,emp,0.4710145,0.54347825
1.1,0.54347825,0.406755,emp,0.54347825,0.615942
1.1,0.615942,0.36639,emp,0.615942,0.6884058
1.1,0.6884058,0.33603,emp,0.6884058,0.76086956
1.1,0.76086956,0.29394,emp,0.76086956,0.8333333
1.1,0.8333333,0.24771,emp,0.8333333,0.9057971
1.1,0.9057971,0.203895,emp,0.9057971,0.9782609
1.1,0.9782609,0.140415,emp,0.9782609,1.0507246
1.1,1.0507246,0.06072,emp,1.0507246,1.1231884
1.1,1.1231884,0.001035,emp,1.1231884,1.1956521
1.1,1.1956521,0.0,emp,1.1956521,1.268116
1.1,1.3405797,0.0,emp,,
1.1,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
1.1,-0.8333333,0.001035,empMin,-0.8333333,-0.76086956
1.1,-0.76086956,0.033465,empMin,-0.76086956,-0.6884058
1.1,-0.6884058,0.0,empMin,-0.6884058,-0.615942
1.1,-0.54347825,0.0,empMin,,
1.1,0.9057971,0.0,empMax,0.9057971,0.9782609
1.1,0.9782609,0.000345,empMax,0.9782609,1.0507246
1.1,1.0507246,0.03312,empMax,1.0507246,1.1231884
1.1,1.1231884,0.001035,empMax,1.1231884,1.1956521
1.1,1.1956521,0.0,empMax,1.1956521,1.268116
1.1,1.3405797,0.0,empMax,,
1.3000000000000003,-2.5,5.5840315e-9,free,,
1.3000000000000003,-0.7732733,8.51105e-7,free,,
1.3000000000000003,-0.7682683,0.024479542,free,,
1.3000000000000003,-0.7632633,0.03519905,free,,
1.3000000000000003,-0.7582583,0.04259366,free,,
1.3000000000000003,-0.7532533,0.048075892,free,,
1.3000000000000003,-0.7482482,0.052081287,free,,
1.3000000000000003,-0.7432432,0.05472136,free,,
1.3000000000000003,-0.7382382,0.05591059,free,,
1.3000000000000003,-0.7332332,0.05535732,free,,
1.3000000000000003,-0.7282282,0.052436173,free,,
1.3000000000000003,-0.7232232,0.0457547,free,,
1.3000000000000003,-0.7182182,0.031014657,free,,
1.3000000000000003,-0.7132132,0.0000011407758,free,,
1.3000000000000003,-0.6931932,0.0000075264156,free,,
1.3000000000000003,-0.6881882,0.23173557,free,,
1.3000000000000003,-0.6831832,0.32985717,free,,
1.3000000000000003,-0.6781782,0.40002516,free,,
1.3000000000000003,-0.6681682,0.50200206,free,,
1.3000000000000003,-0.6581582,0.5759911,free,,
1.3000000000000003,-0.6481481,0.6332399,free,,
1.3000000000000003,-0.6431431,0.65734637,free,,
1.3000000000000003,-0.6331331,0.69863504,free,,
1.3000000000000003,-0.6181181,0.7472864,free,,
1.3000000000000003,-0.6031031,0.78425294,free,,
1.3000000000000003,-0.5880881,0.81261754,free,,
1.3000000000000003,-0.5780781,0.82778484,free,,
1.3000000000000003,-0.5680681,0.8404922,free,,
1.3000000000000003,-0.5580581,0.85109645,free,,
1.3000000000000003,-0.548048,0.85988927,free,,
1.3000000000000003,-0.538038,0.8671119,free,,
1.3000000000000003,-0.523023,0.8754339,free,,
1.3000000000000003,-0.508008,0.881223,free,,
1.3000000000000003,-0.492993,0.8849152,free,,
1.3000000000000003,-0.477978,0.88685876,free,,
1.3000000000000003,-0.46296296,0.8873353,free,,
1.3000000000000003,-0.44294295,0.8860801,free,,
1.3000000000000003,-0.4229229,0.88305813,free,,
1.3000000000000003,-0.4029029,0.8786114,free,,
1.3000000000000003,-0.3778779,0.8714565,free,,
1.3000000000000003,-0.35285285,0.8629071,free,,
1.3000000000000003,-0.3228228,0.8512464,free,,
1.3000000000000003,-0.25275275,0.8201072,free,,
1.3000000000000003,-0.16766767,0.77836573,free,,
1.3000000000000003,0.04754755,0.6685721,free,,
1.3000000000000003,0.17267267,0.6058087,free,,
1.3000000000000003,0.6231231,0.38554212,free,,
1.3000000000000003,0.7182182,0.33680692,free,,
1.3000000000000003,0.7982983,0.29335314,free,,
1.3000000000000003,0.8683684,0.2522607,free,,
1.3000000000000003,0.9234234,0.21669082,free,,
1.3000000000000003,0.9484484,0.19908242,free,,
1.3000000000000003,0.9734735,0.18020655,free,,
1.3000000000000003,0.9934935,0.16390853,free,,
1.3000000000000003,1.0135136,0.14618947,free,,
1.3000000000000003,1.0335336,0.12653589,free,,
1.3000000000000003,1.0485486,0.11006205,free,,
1.3000000000000003,1.0635636,0.09162487,free,,
1.3000000000000003,1.0785786,0.07095352,free,,
1.3000000000000003,1.0935936,0.048351396,free,,
1.3000000000000003,1.1036036,0.031236324,free,,
1.3000000000000003,1.1086086,0.020065602,free,,
1.3000000000000003,1.1136136,5.1395205e-7,free,,
1.3000000000000003,2.5,5.7223843e-9,free,,
1.3000000000000003,-0.9057971,0.0,emp,-0.9057971,-0.8333333
1.3000000000000003,-0.8333333,0.00552,emp,-0.8333333,-0.76086956
1.3000000000000003,-0.76086956,0.04692,emp,-0.76086956,-0.6884058
1.3000000000000003,-0.6884058,0.57063,emp,-0.6884058,-0.615942
1.3000000000000003,-0.615942,0.821445,emp,-0.615942,-0.54347825
1.3000000000000003,-0.54347825,0.87975,emp,-0.54347825,-0.4710145
1.3000000000000003,-0.4710145,0.882165,emp,-0.4710145,-0.39855072
1.3000000000000003,-0.39855072,0.869745,emp,-0.39855072,-0.32608697
1.3000000000000003,-0.32608697,0.83352,emp,-0.32608697,-0.2536232
1.3000000000000003,-0.2536232,0.803505,emp,-0.2536232,-0.18115942
1.3000000000000003,-0.18115942,0.76521,emp,-0.18115942,-0.10869565
1.3000000000000003,-0.10869565,0.73002,emp,-0.10869565,-0.036231883
1.3000000000000003,-0.036231883,0.691035,emp,-0.036231883,0.036231883
1.3000000000000003,0.036231883,0.656535,emp,0.036231883,0.10869565
1.3000000000000003,0.10869565,0.622725,emp,0.10869565,0.18115942
1.3000000000000003,0.18115942,0.577875,emp,0.18115942,0.2536232
1.3000000000000003,0.2536232,0.549585,emp,0.2536232,0.32608697
1.3000000000000003,0.32608697,0.51129,emp,0.32608697,0.39855072
1.3000000000000003,0.39855072,0.47955,emp,0.39855072,0.4710145
1.3000000000000003,0.4710145,0.437115,emp,0.4710145,0.54347825
1.3000000000000003,0.54347825,0.41193,emp,0.54347825,0.615942
1.3000000000000003,0.615942,0.36708,emp,0.615942,0.6884058
1.3000000000000003,0.6884058,0.332925,emp,0.6884058,0.76086956
1.3000000000000003,0.76086956,0.292905,emp,0.76086956,0.8333333
1.3000000000000003,0.8333333,0.254955,emp,0.8333333,0.9057971
1.3000000000000003,0.9057971,0.201825,emp,0.9057971,0.9782609
1.3000000000000003,0.9782609,0.14421,emp,0.9782609,1.0507246
1.3000000000000003,1.0507246,0.057615,emp,1.0507246,1.1231884
1.3000000000000003,1.1231884,0.002415,emp,1.1231884,1.1956521
1.3000000000000003,1.1956521,0.0,emp,1.1956521,1.268116
1.3000000000000003,1.3405797,0.0,emp,,
1.3000000000000003,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
1.3000000000000003,-0.8333333,0.00552,empMin,-0.8333333,-0.76086956
1.3000000000000003,-0.76086956,0.02898,empMin,-0.76086956,-0.6884058
1.3000000000000003,-0.6884058,0.0,empMin,-0.6884058,-0.615942
1.3000000000000003,-0.54347825,0.0,empMin,,
1.3000000000000003,0.9057971,0.0,empMax,0.9057971,0.9782609
1.3000000000000003,0.9782609,0.00069,empMax,0.9782609,1.0507246
1.3000000000000003,1.0507246,0.031395,empMax,1.0507246,1.1231884
1.3000000000000003,1.1231884,0.002415,empMax,1.1231884,1.1956521
1.3000000000000003,1.1956521,0.0,empMax,1.1956521,1.268116
1.3000000000000003,1.3405797,0.0,empMax,,
1.5000000000000002,-2.5,5.584628e-9,free,,
1.5000000000000002,-0.7982983,4.526797e-7,free,,
1.5000000000000002,-0.7932933,0.016962722,free,,
1.5000000000000002,-0.7882883,0.026742803,free,,
1.5000000000000002,-0.7832833,0.03326671,free,,
1.5000000000000002,-0.7732733,0.041923616,free,,
1.5000000000000002,-0.7632633,0.046661694,free,,
1.5000000000000002,-0.7582583,0.047665205,free,,
1.5000000000000002,-0.7532533,0.047629215,free,,
1.5000000000000002,-0.7482482,0.04631854,free,,
1.5000000000000002,-0.7432432,0.04329406,free,,
1.5000000000000002,-0.7382382,0.037655972,free,,
1.5000000000000002,-0.7332332,0.026929501,free,,
1.5000000000000002,-0.7282282,9.594596e-7,free,,
1.5000000000000002,-0.6931932,0.000009368344,free,,
1.5000000000000002,-0.6881882,0.23476084,free,,
1.5000000000000002,-0.6831832,0.33138436,free,,
1.5000000000000002,-0.6781782,0.40092263,free,,
1.5000000000000002,-0.6681682,0.5023394,free,,
1.5000000000000002,-0.6581582,0.5760909,free,,
1.5000000000000002,-0.6481481,0.6332219,free,,
1.5000000000000002,-0.6431431,0.65729225,free,,
1.5000000000000002,-0.6331331,0.69853437,free,,
1.5000000000000002,-0.6181181,0.747152,free,,
1.5000000000000002,-0.6031031,0.78410596,free,,
1.5000000000000002,-0.5880881,0.8124677,free,,
1.5000000000000002,-0.5780781,0.82763594,free,,
1.5000000000000002,-0.5680681,0.84034544,free,,
1.5000000000000002,-0.5580581,0.8509526,free,,
1.5000000000000002,-0.548048,0.8597488,free,,
1.5000000000000002,-0.538038,0.866975,free,,
1.5000000000000002,-0.523023,0.8753025,free,,
1.5000000000000002,-0.508008,0.881097,free,,
1.5000000000000002,-0.492993,0.88479435,free,,
1.5000000000000002,-0.477978,0.88674283,free,,
1.5000000000000002,-0.46296296,0.88722396,free,,
1.5000000000000002,-0.44294295,0.88597435,free,,
1.5000000000000002,-0.4229229,0.88295746,free,,
1.5000000000000002,-0.4029029,0.87851524,free,,
1.5000000000000002,-0.3778779,0.8713654,free,,
1.5000000000000002,-0.35285285,0.86282045,free,,
1.5000000000000002,-0.3228228,0.8511644,free,,
1.5000000000000002,-0.25275275,0.82003355,free,,
1.5000000000000002,-0.16766767,0.7782988,free,,
1.5000000000000002,0.04754755,0.66851246,free,,
1.5000000000000002,0.17267267,0.6057486,free,,
1.5000000000000002,0.6181181,0.3879509,free,,
1.5000000000000002,0.7132132,0.33930883,free,,
1.5000000000000002,0.7932933,0.29599148,free,,
1.5000000000000002,0.8583584,0.25813916,free,,
1.5000000000000002,0.9134134,0.22311863,free,,
1.5000000000000002,0.9634635,0.18742207,free,,
1.5000000000000002,0.9834835,0.17157021,free,,
1.5000000000000002,1.0035036,0.15441279,free,,
1.5000000000000002,1.0235236,0.13547431,free,,
1.5000000000000002,1.0435436,0.113975815,free,,
1.5000000000000002,1.0585586,0.0954724,free,,
1.5000000000000002,1.0885886,0.054552644,free,,
1.5000000000000002,1.1086086,0.031173883,free,,
1.5000000000000002,1.1186186,0.016627872,free,,
1.5000000000000002,1.1236236,5.8432994e-7,free,,
1.5000000000000002,2.5,5.7232947e-9,free,,
1.5000000000000002,-0.9057971,0.0,emp,-0.9057971,-0.8333333
1.5000000000000002,-0.8333333,0.01449,emp,-0.8333333,-0.76086956
1.5000000000000002,-0.76086956,0.03588,emp,-0.76086956,-0.6884058
1.5000000000000002,-0.6884058,0.57684,emp,-0.6884058,-0.615942
1.5000000000000002,-0.615942,0.820755,emp,-0.615942,-0.54347825
1.5000000000000002,-0.54347825,0.8763,emp,-0.54347825,-0.4710145
1.5000000000000002,-0.4710145,0.885615,emp,-0.4710145,-0.39855072
1.5000000000000002,-0.39855072,0.87009,emp,-0.39855072,-0.32608697
1.5000000000000002,-0.32608697,0.831105,emp,-0.32608697,-0.2536232
1.5000000000000002,-0.2536232,0.80178,emp,-0.2536232,-0.18115942
1.5000000000000002,-0.18115942,0.76452,emp,-0.18115942,-0.10869565
1.5000000000000002,-0.10869565,0.731055,emp,-0.10869565,-0.036231883
1.5000000000000002,-0.036231883,0.69207,emp,-0.036231883,0.036231883
1.5000000000000002,0.036231883,0.659295,emp,0.036231883,0.10869565
1.5000000000000002,0.10869565,0.618585,emp,0.10869565,0.18115942
1.5000000000000002,0.18115942,0.58167,emp,0.18115942,0.2536232
1.5000000000000002,0.2536232,0.5451,emp,0.2536232,0.32608697
1.5000000000000002,0.32608697,0.50922,emp,0.32608697,0.39855072
1.5000000000000002,0.39855072,0.48024,emp,0.39855072,0.4710145
1.5000000000000002,0.4710145,0.444015,emp,0.4710145,0.54347825
1.5000000000000002,0.54347825,0.4071,emp,0.54347825,0.615942
1.5000000000000002,0.615942,0.368115,emp,0.615942,0.6884058
1.5000000000000002,0.6884058,0.3381,emp,0.6884058,0.76086956
1.5000000000000002,0.76086956,0.29187,emp,0.76086956,0.8333333
1.5000000000000002,0.8333333,0.245985,emp,0.8333333,0.9057971
1.5000000000000002,0.9057971,0.201135,emp,0.9057971,0.9782609
1.5000000000000002,0.9782609,0.142485,emp,0.9782609,1.0507246
1.5000000000000002,1.0507246,0.063825,emp,1.0507246,1.1231884
1.5000000000000002,1.1231884,0.00276,emp,1.1231884,1.1956521
1.5000000000000002,1.1956521,0.0,emp,1.1956521,1.268116
1.5000000000000002,1.3405797,0.0,emp,,
1.5000000000000002,-0.9057971,0.0,empMin,-0.9057971,-0.8333333
1.5000000000000002,-0.8333333,0.01449,empMin,-0.8333333,-0.76086956
1.5000000000000002,-0.76086956,0.02001,empMin,-0.76086956,-0.6884058
1.5000000000000002,-0.6884058,0.0,empMin,-0.6884058,-0.615942
1.5000000000000002,-0.54347825,0.0,empMin,,
1.5000000000000002,0.9782609,0.0,empMax,0.9782609,1.0507246
1.5000000000000002,1.0507246,0.03174,empMax,1.0507246,1.1231884
1.5000000000000002,1.1231884,0.00276,empMax,1.1231884,1.1956521
1.5000000000000002,1.1956521,0.0,empMax,1.1956521,1.268116
1.5000000000000002,1.3405797,0.0,empMax,,
1.7000000000000002,-2.5,5.585238e-9,free,,
1.7000000000000002,-0.8233233,3.3408406e-7,free,,
1.7000000000000002,-0.8183183,0.012492981,free,,
1.7000000000000002,-0.8133133,0.021358319,free,,
1.7000000000000002,-0.8033033,0.03143055,free,,
1.7000000000000002,-0.7982983,0.034832347,free,,
1.7000000000000002,-0.7882883,0.03953927,free,,
1.7000000000000002,-0.7782783,0.041749317,free,,
1.7000000000000002,-0.7732733,0.041846156,free,,
1.7000000000000002,-0.7632633,0.03941575,free,,
1.7000000000000002,-0.7582583,0.036339015,free,,
1.7000000000000002,-0.7532533,0.031202942,free,,
1.7000000000000002,-0.7482482,0.022099413,free,,
1.7000000000000002,-0.7432432,7.7147314e-7,free,,
1.7000000000000002,-0.6931932,0.000011609077,free,,
1.7000000000000002,-0.6881882,0.23681554,free,,
1.7000000000000002,-0.6831832,0.3325181,free,,
1.7000000000000002,-0.6781782,0.40164918,free,,
1.7000000000000002,-0.6681682,0.50267774,free,,
1.7000000000000002,-0.6581582,0.57624745,free,,
1.7000000000000002,-0.6481481,0.6332792,free,,
1.7000000000000002,-0.6431431,0.6573165,free,,
1.7000000000000002,-0.6331331,0.69851273,free,,
1.7000000000000002,-0.6181181,0.74709135,free,,
1.7000000000000002,-0.6031031,0.7840254,free,,
1.7000000000000002,-0.5880881,0.8123771,free,,
1.7000000000000002,-0.5780781,0.8275418,free,,
1.7000000000000002,-0.5680681,0.8402495,free,,
1.7000000000000002,-0.5580581,0.850856,free,,
1.7000000000000002,-0.548048,0.8596523,free,,
1.7000000000000002,-0.538038,0.8668791,free,,
1.7000000000000002,-0.523023,0.8752082,free,,
1.7000000000000002,-0.508008,0.8810048,free,,
1.7000000000000002,-0.492993,0.88470453,free,,
1.7000000000000002,-0.477978,0.8866554,free,,
1.7000000000000002,-0.46296296,0.8871389,free,,
1.7000000000000002,-0.44294295,0.8858925,free,,
1.7000000000000002,-0.4229229,0.8828786,free,,
1.7000000000000002,-0.4029029,0.87843925,free,,
1.7000000000000002,-0.3778779,0.8712926,free,,
1.7000000000000002,-0.35285285,0.8627506,free,,
1.7000000000000002,-0.3228228,0.85109764,free,,
1.7000000000000002,-0.25775775,0.8223256,free,,
1.7000000000000002,-0.16766767,0.7782427,free,,
1.7000000000000002,0.04754755,0.66846144,free,,
1.7000000000000002,0.17267267,0.605697,free,,
1.7000000000000002,0.6131131,0.39037073,free,,
1.7000000000000002,0.7082082,0.34182334,free,,
1.7000000000000002,0.7832833,0.30143103,free,,
1.7000000000000002,0.8483483,0.26398262,free,,
1.7000000000000002,0.9034034,0.22949244,free,,
1.7000000000000002,0.9484484,0.19826105,free,,
1.7000000000000002,0.9884885,0.16681862,free,,
1.7000000000000002,1.0135136,0.14432077,free,,
1.7000000000000002,1.0335336,0.12376716,free,,
1.7000000000000002,1.0535536,0.099498875,free,,
1.7000000000000002,1.0785786,0.06244686,free,,
1.7000000000000002,1.0835836,0.05610218,free,,
1.7000000000000002,1.0935936,0.04638645,free,,
1.7000000000000002,1.1236236,0.02276299,free,,
1.7000000000000002,1.1286286,0.017623195,free,,
1.7000000000000002,1.1336336,0.010582623,free,,
1.7000000000000002,1.1386386,2.6279042e-7,free,,
1.7000000000000002,2.5,5.72423e-9,free,,
1.7000000000000002,-0.9782609,0.0,emp,-0.9782609,-0.9057971
1.7000000000000002,-0.9057971,0.001725,emp,-0.9057971,-0.8333333
1.7000000000000002,-0.8333333,0.025185,emp,-0.8333333,-0.76086956
1.7000000000000002,-0.76086956,0.0276,emp,-0.76086956,-0.6884058
1.7000000000000002,-0.6884058,0.58098,emp,-0.6884058,-0.615942
1.7000000000000002,-0.615942,0.81696,emp,-0.615942,-0.54347825
1.7000000000000002,-0.54347825,0.87009,emp,-0.54347825,-0.4710145
1.7000000000000002,-0.4710145,0.883545,emp,-0.4710145,-0.39855072
1.7000000000000002,-0.39855072,0.864225,emp,-0.39855072,-0.32608697
1.7000000000000002,-0.32608697,0.833865,emp,-0.32608697,-0.2536232
1.7000000000000002,-0.2536232,0.809715,emp,-0.2536232,-0.18115942
1.7000000000000002,-0.18115942,0.764865,emp,-0.18115942,-0.10869565
1.7000000000000002,-0.10869565,0.72864,emp,-0.10869565,-0.036231883
1.7000000000000002,-0.036231883,0.69276,emp,-0.036231883,0.036231883
1.7000000000000002,0.036231883,0.653085,emp,0.036231883,0.10869565
1.7000000000000002,0.10869565,0.623415,emp,0.10869565,0.18115942
1.7000000000000002,0.18115942,0.582015,emp,0.18115942,0.2536232
1.7000000000000002,0.2536232,0.54303,emp,0.2536232,0.32608697
1.7000000000000002,0.32608697,0.515775,emp,0.32608697,0.39855072
1.7000000000000002,0.39855072,0.476445,emp,0.39855072,0.4710145
1.7000000000000002,0.4710145,0.443325,emp,0.4710145,0.54347825
1.7000000000000002,0.54347825,0.406755,emp,0.54347825,0.615942
1.7000000000000002,0.615942,0.36777,emp,0.615942,0.6884058
1.7000000000000002,0.6884058,0.3312,emp,0.6884058,0.76086956
1.7000000000000002,0.76086956,0.299115,emp,0.76086956,0.8333333
1.7000000000000002,0.8333333,0.24909,emp,0.8333333,0.9057971
1.7000000000000002,0.9057971,0.19941,emp,0.9057971,0.9782609
1.7000000000000002,0.9782609,0.143865,emp,0.9782609,1.0507246
1.7000000000000002,1.0507246,0.057615,emp,1.0507246,1.1231884
1.7000000000000002,1.1231884,0.007935,emp,1.1231884,1.1956521
1.7000000000000002,1.1956521,0.0,emp,1.1956521,1.268116
1.7000000000000002,1.3405797,0.0,emp,,
1.7000000000000002,-0.9782609,0.0,empMin,-0.9782609,-0.9057971
1.7000000000000002,-0.9057971,0.001725,empMin,-0.9057971,-0.8333333
1.7000000000000002,-0.8333333,0.025185,empMin,-0.8333333,-0.76086956
1.7000000000000002,-0.76086956,0.00759,empMin,-0.76086956,-0.6884058
1.7000000000000002,-0.6884058,0.0,empMin,-0.6884058,-0.615942
1.7000000000000002,-0.54347825,0.0,empMin,,
1.7000000000000002,0.9782609,0.0,empMax,0.9782609,1.0507246
1.7000000000000002,1.0507246,0.026565,empMax,1.0507246,1.1231884
1.7000000000000002,1.1231884,0.007935,empMax,1.1231884,1.1956521
1.7000000000000002,1.1956521,0.0,empMax,1.1956521,1.268116
1.7000000000000002,1.3405797,0.0,empMax,,
1.9000000000000001,-2.5,5.5858624e-9,free,,
1.9000000000000001,-0.8483483,2.669013e-7,free,,
1.9000000000000001,-0.8383383,0.017581146,free,,
1.9000000000000001,-0.8283283,0.026522374,free,,
1.9000000000000001,-0.8233233,0.029585402,free,,
1.9000000000000001,-0.8133133,0.03402957,free,,
1.9000000000000001,-0.8033033,0.03662587,free,,
1.9000000000000001,-0.7932933,0.037381086,free,,
1.9000000000000001,-0.7832833,0.035868034,free,,
1.9000000000000001,-0.7782783,0.03394237,free,,
1.9000000000000001,-0.7732733,0.030878026,free,,
1.9000000000000001,-0.7682683,0.026069963,free,,
1.9000000000000001,-0.7632633,0.017809654,free,,
1.9000000000000001,-0.7582583,5.8428833e-7,free,,
1.9000000000000001,-0.6931932,0.000014572539,free,,
1.9000000000000001,-0.6881882,0.23829603,free,,
1.9000000000000001,-0.6831832,0.33337831,free,,
1.9000000000000001,-0.6781782,0.4022283,free,,
1.9000000000000001,-0.6681682,0.5029786,free,,
1.9000000000000001,-0.6581582,0.57641035,free,,
1.9000000000000001,-0.6481481,0.63336235,free,,
1.9000000000000001,-0.6431431,0.657372,free,,
1.9000000000000001,-0.6331331,0.69852793,free,,
1.9000000000000001,-0.6181181,0.7470697,free,,
1.9000000000000001,-0.6031031,0.7839827,free,,
1.9000000000000001,-0.5880881,0.81232214,free,,
1.9000000000000001,-0.5780781,0.8274817,free,,
1.9000000000000001,-0.5680681,0.84018576,free,,
1.9000000000000001,-0.5580581,0.85078984,free,,
1.9000000000000001,-0.548048,0.8595846,free,,
1.9000000000000001,-0.538038,0.86681056,free,,
1.9000000000000001,-0.523023,0.8751392,free,,
1.9000000000000001,-0.508008,0.88093597,free,,
1.9000000000000001,-0.492993,0.88463634,free,,
1.9000000000000001,-0.477978,0.88658816,free,,
1.9000000000000001,-0.46296296,0.8870728,free,,
1.9000000000000001,-0.44294295,0.88582796,free,,
1.9000000000000001,-0.4229229,0.8828157,free,,
1.9000000000000001,-0.4029029,0.87837803,free,,
1.9000000000000001,-0.3778779,0.8712334,free,,
1.9000000000000001,-0.35285285,0.86269325,free,,
1.9000000000000001,-0.3228228,0.8510424,free,,
1.9000000000000001,-0.25775775,0.82227415,free,,
1.9000000000000001,-0.16766767,0.778195,free,,
1.9000000000000001,0.04754755,0.6684174,free,,
1.9000000000000001,0.17267267,0.6056522,free,,
1.9000000000000001,0.6081081,0.39279956,free,,
1.9000000000000001,0.6931932,0.3495581,free,,
1.9000000000000001,0.7682683,0.30959702,free,,
1.9000000000000001,0.8333333,0.27274162,free,,
1.9000000000000001,0.8883884,0.23903194,free,,
1.9000000000000001,0.9334334,0.20878825,free,,
1.9000000000000001,0.9734735,0.17874251,free,,
1.9000000000000001,1.0085086,0.14842221,free,,
1.9000000000000001,1.0235236,0.13356614,free,,
1.9000000000000001,1.0385386,0.11693993,free,,
1.9000000000000001,1.0485486,0.104420446,free,,
1.9000000000000001,1.0585586,0.09016578,free,,
1.9000000000000001,1.0785786,0.055101074,free,,
1.9000000000000001,1.0835836,0.04916391,free,,
1.9000000000000001,1.0935936,0.042501412,free,,
1.9000000000000001,1.1236236,0.027967824,free,,
1.9000000000000001,1.1386386,0.018939266,free,,
1.9000000000000001,1.1436436,0.014960539,free,,
1.9000000000000001,1.1486486,0.009571923,free,,
1.9000000000000001,1.1536536,2.5494998e-7,free,,
1.9000000000000001,2.5,5.725192e-9,free,,
1.9000000000000001,-0.9782609,0.0,emp,-0.9782609,-0.9057971
1.9000000000000001,-0.9057971,0.00483,emp,-0.9057971,-0.8333333
1.9000000000000001,-0.8333333,0.026565,emp,-0.8333333,-0.76086956
