n,lamb,kappa,genErrRMT_emp,genErrEmp_emp,loss,epoch,step,epoch+step,type
10,0.1,126.00004730224609,0.8032950917480355,0.8043323755264282,1.1631032228469849,0,0,0.0,NN
10,1.0,127.0059585571289,0.803490050797556,0.7662665247917175,1.1631032228469849,0,0,0.0,NN
10,10.0,136.9949951171875,0.8058101117606734,0.7857483625411987,1.1631032228469849,0,0,0.0,NN
10,100.0,232.93276977539065,0.8378093423489374,0.832743763923645,1.1631032228469849,0,0,0.0,NN
11,0.1,124.53733978271484,0.7915427167197393,,1.1631032228469849,0,0,0.0,NN
11,1.0,125.55054473876953,0.7917237496929665,,1.1631032228469849,0,0,0.0,NN
11,10.0,135.6072540283203,0.7939502790094141,,1.1631032228469849,0,0,0.0,NN
11,100.0,231.9510498046875,0.8266254579543445,,1.1631032228469849,0,0,0.0,NN
12,0.1,123.13173828124998,0.7806005654968047,,1.1631032228469849,0,0,0.0,NN
12,1.0,124.15184020996094,0.7807659470608644,,1.1631032228469849,0,0,0.0,NN
12,10.0,134.27254486083984,0.7828812662386895,,1.1631032228469849,0,0,0.0,NN
12,100.0,230.99967956542972,0.8160446095117145,,1.1631032228469849,0,0,0.0,NN
13,0.1,121.77941284179686,0.7703821333943951,,1.1631032228469849,0,0,0.0,NN
13,1.0,122.80605316162111,0.7705306153679011,,1.1631032228469849,0,0,0.0,NN
13,10.0,132.9873504638672,0.772521192635142,,1.1631032228469849,0,0,0.0,NN
13,100.0,230.07701110839844,0.8060166252432741,,1.1631032228469849,0,0,0.0,NN
14,0.1,120.47686920166014,0.7608128256132504,,1.1631032228469849,0,0,0.0,NN
14,1.0,121.5097198486328,0.7609434136822899,,1.1631032228469849,0,0,0.0,NN
14,10.0,131.7484893798828,0.7627992193591449,,1.1631032228469849,0,0,0.0,NN
14,100.0,229.18145751953125,0.796496784067726,,1.1631032228469849,0,0,0.0,NN
15,0.1,119.22094116210937,0.7518278086027627,,1.1631032228469849,0,0,0.0,NN
15,1.0,120.25970458984376,0.7519398343105587,,1.1631032228469849,0,0,0.0,NN
15,10.0,130.55308532714844,0.7536534571935947,,1.1631032228469849,0,0,0.0,NN
15,100.0,228.31163024902344,0.7874451229174587,,1.1631032228469849,0,0,0.0,NN
16,0.1,118.00877532958984,0.7433705982126778,,1.1631032228469849,0,0,0.0,NN
16,1.0,119.0531539916992,0.7434636653951399,,1.1631032228469849,0,0,0.0,NN
16,10.0,129.39852905273438,0.7450298217932828,,1.1631032228469849,0,0,0.0,NN
16,100.0,227.46614837646482,0.7788256972783327,,1.1631032228469849,0,0,0.0,NN
17,0.1,116.83773193359374,0.7353917508564387,,1.1631032228469849,0,0,0.0,NN
17,1.0,117.88748168945311,0.7354655842495038,,1.1631032228469849,0,0,0.0,NN
17,10.0,128.28237915039062,0.7368807750547923,,1.1631032228469849,0,0,0.0,NN
17,100.0,226.64386749267578,0.770606226928575,,1.1631032228469849,0,0,0.0,NN
18,0.1,115.70540771484376,0.7278477492303062,,1.1631032228469849,0,0,0.0,NN
18,1.0,116.76027679443361,0.7279022117386598,,1.1631032228469849,0,0,0.0,NN
18,10.0,127.20243072509766,0.7291644022758862,,1.1631032228469849,0,0,0.0,NN
18,100.0,225.84359741210938,0.7627576043394536,,1.1631032228469849,0,0,0.0,NN
19,0.1,114.60959014892576,0.7207002220397938,,1.1631032228469849,0,0,0.0,NN
19,1.0,115.66937255859375,0.7207353110691178,,1.1631032228469849,0,0,0.0,NN
19,10.0,126.15668487548828,0.7218435961284235,,1.1631032228469849,0,0,0.0,NN
19,100.0,225.0643081665039,0.7552535276289322,,1.1631032228469849,0,0,0.0,NN
20,0.1,113.54825744628906,0.7139151802566381,,1.1631032228469849,0,0,0.0,NN
20,1.0,114.61273193359376,0.7139309898204133,,1.1631032228469849,0,0,0.0,NN
20,10.0,125.1432418823242,0.7148853190261775,,1.1631032228469849,0,0,0.0,NN
20,100.0,224.30501556396484,0.7480700512693511,,1.1631032228469849,0,0,0.0,NN
21,0.1,112.51953277587891,0.7074624006397234,0.7183303236961365,1.1631032228469849,0,0,0.0,NN
21,1.0,113.5885238647461,0.7074590425499736,0.7084739804267883,1.1631032228469849,0,0,0.0,NN
21,10.0,124.16036224365236,0.708260136595478,0.6958087086677551,1.1631032228469849,0,0,0.0,NN
21,100.0,223.5647964477539,0.7411854983576456,0.7293540835380554,1.1631032228469849,0,0,0.0,NN
22,0.1,111.52169952392579,0.7013148963195839,,1.1631032228469849,0,0,0.0,NN
22,1.0,112.59498596191408,0.7012926360624419,,1.1631032228469849,0,0,0.0,NN
22,10.0,123.20651245117188,0.7019418344657485,,1.1631032228469849,0,0,0.0,NN
22,100.0,222.84281158447268,0.7345801285483728,,1.1631032228469849,0,0,0.0,NN
23,0.1,110.553125,0.6954485846351736,,1.1631032228469849,0,0,0.0,NN
23,1.0,111.63058471679688,0.6954076673109506,,1.1631032228469849,0,0,0.0,NN
23,10.0,122.2801513671875,0.6959067956197529,,1.1631032228469849,0,0,0.0,NN
23,100.0,222.13825225830075,0.7282358969957661,,1.1631032228469849,0,0,0.0,NN
24,0.1,109.61235198974609,0.6898418888149762,,1.1631032228469849,0,0,0.0,NN
24,1.0,110.69380950927736,0.6897825670597387,,1.1631032228469849,0,0,0.0,NN
24,10.0,121.37991333007811,0.6901337301843498,,1.1631032228469849,0,0,0.0,NN
24,100.0,221.45035552978516,0.7221363149813799,,1.1631032228469849,0,0,0.0,NN
25,0.1,108.6979766845703,0.6844753052310005,,1.1631032228469849,0,0,0.0,NN
25,1.0,109.78329467773436,0.684397913058006,,1.1631032228469849,0,0,0.0,NN
25,10.0,120.50457000732422,0.6846036691334066,,1.1631032228469849,0,0,0.0,NN
25,100.0,220.77844238281247,0.7162662189472263,,1.1631032228469849,0,0,0.0,NN
26,0.1,107.8087173461914,0.679331299381941,,1.1631032228469849,0,0,0.0,NN
26,1.0,108.89776611328126,0.6792362260757417,,1.1631032228469849,0,0,0.0,NN
26,10.0,119.65287017822267,0.679299187463914,,1.1631032228469849,0,0,0.0,NN
26,100.0,220.12184143066406,0.7106117844690368,,1.1631032228469849,0,0,0.0,NN
27,0.1,106.94339904785156,0.6743940840145292,,1.1631032228469849,0,0,0.0,NN
27,1.0,108.03602600097656,0.6742816078170613,,1.1631032228469849,0,0,0.0,NN
27,10.0,118.82373809814453,0.6742045944845625,,1.1631032228469849,0,0,0.0,NN
27,100.0,219.4799270629883,0.7051602443779758,,1.1631032228469849,0,0,0.0,NN
28,0.1,106.10088500976562,0.6696492166914063,,1.1631032228469849,0,0,0.0,NN
28,1.0,107.19697570800781,0.6695197054190787,,1.1631032228469849,0,0,0.0,NN
28,10.0,118.01614379882812,0.6693057138083107,,1.1631032228469849,0,0,0.0,NN
28,100.0,218.85212707519534,0.6998998019689577,,1.1631032228469849,0,0,0.0,NN
29,0.1,105.28013763427734,0.6650836933443197,,1.1631032228469849,0,0,0.0,NN
29,1.0,106.37955474853514,0.66493755915378,,1.1631032228469849,0,0,0.0,NN
29,10.0,117.2290802001953,0.6645895878874958,,1.1631032228469849,0,0,0.0,NN
29,100.0,218.23788452148435,0.694819609437603,,1.1631032228469849,0,0,0.0,NN
30,0.1,104.48017272949218,0.6606856579304797,,1.1631032228469849,0,0,0.0,NN
30,1.0,105.58281707763672,0.660523189319877,,1.1631032228469849,0,0,0.0,NN
30,10.0,116.46168518066406,0.6600443088650378,,1.1631032228469849,0,0,0.0,NN
30,100.0,217.63667297363278,0.6899096457833452,,1.1631032228469849,0,0,0.0,NN
31,0.1,103.70008239746093,0.6564442266694668,,1.1631032228469849,0,0,0.0,NN
31,1.0,104.80585479736328,0.6562658321576305,,1.1631032228469849,0,0,0.0,NN
31,10.0,115.71306610107422,0.6556591900119844,,1.1631032228469849,0,0,0.0,NN
31,100.0,217.04801940917972,0.6851605615558312,,1.1631032228469849,0,0,0.0,NN
32,0.1,102.93898162841798,0.652349568662638,,1.1631032228469849,0,0,0.0,NN
32,1.0,104.04779052734376,0.6521555519541419,,1.1631032228469849,0,0,0.0,NN
32,10.0,114.9824447631836,0.65142427025418,,1.1631032228469849,0,0,0.0,NN
32,100.0,216.4714126586914,0.680563809552973,,1.1631032228469849,0,0,0.0,NN
33,0.1,102.19607696533203,0.6483925373542255,,1.1631032228469849,0,0,0.0,NN
33,1.0,103.3078384399414,0.648183337535983,,1.1631032228469849,0,0,0.0,NN
33,10.0,114.26904296875001,0.647330493774872,,1.1631032228469849,0,0,0.0,NN
33,100.0,215.90646362304688,0.6761113360750615,,1.1631032228469849,0,0,0.0,NN
34,0.1,101.47062072753906,0.6445648826859536,,1.1631032228469849,0,0,0.0,NN
34,1.0,102.58522033691406,0.6443408101275961,,1.1631032228469849,0,0,0.0,NN
34,10.0,113.57218170166014,0.6433694314672579,,1.1631032228469849,0,0,0.0,NN
34,100.0,215.35272216796875,0.6717956829279498,,1.1631032228469849,0,0,0.0,NN
36,0.1,100.06914672851563,0.6372678069071883,,1.1631032228469849,0,0,0.0,NN
36,1.0,101.18924713134766,0.6370150379080021,,1.1631032228469849,0,0,0.0,NN
36,10.0,112.22535705566406,0.6358155763777,,1.1631032228469849,0,0,0.0,NN
36,100.0,214.27732849121094,0.6635477586547848,,1.1631032228469849,0,0,0.0,NN
37,0.1,99.39183197021484,0.6337848872361692,,1.1631032228469849,0,0,0.0,NN
37,1.0,100.51455688476562,0.6335182653756131,,1.1631032228469849,0,0,0.0,NN
37,10.0,111.57422637939452,0.6322091226898822,,1.1631032228469849,0,0,0.0,NN
37,100.0,213.7549591064453,0.6596029194610837,,1.1631032228469849,0,0,0.0,NN
38,0.1,98.7293182373047,0.6304042262168226,,1.1631032228469849,0,0,0.0,NN
38,1.0,99.85459899902344,0.6301240078772365,,1.1631032228469849,0,0,0.0,NN
38,10.0,110.93711853027342,0.6287080543491013,,1.1631032228469849,0,0,0.0,NN
38,100.0,213.24234008789062,0.6557698825913036,,1.1631032228469849,0,0,0.0,NN
40,0.1,97.44645080566406,0.6239280318466829,,1.1631032228469849,0,0,0.0,NN
40,1.0,98.57664489746094,0.6236216470144881,,1.1631032228469849,0,0,0.0,NN
40,10.0,109.70301818847656,0.6220002098406805,,1.1631032228469849,0,0,0.0,NN
40,100.0,212.24502563476562,0.6484183343060944,,1.1631032228469849,0,0,0.0,NN
41,0.1,96.82502136230468,0.6208226081983631,,1.1631032228469849,0,0,0.0,NN
41,1.0,97.95758819580078,0.620503556944632,,1.1631032228469849,0,0,0.0,NN
41,10.0,109.10504913330078,0.6187834220319135,,1.1631032228469849,0,0,0.0,NN
41,100.0,211.75978851318362,0.6448902695678035,,1.1631032228469849,0,0,0.0,NN
42,0.1,96.21631011962889,0.6177997259990031,,1.1631032228469849,0,0,0.0,NN
42,1.0,97.3511962890625,0.6174682693356734,,1.1631032228469849,0,0,0.0,NN
42,10.0,108.51915740966797,0.6156518069217718,,1.1631032228469849,0,0,0.0,NN
42,100.0,211.283073425293,0.6414547686741037,,1.1631032228469849,0,0,0.0,NN
44,0.1,95.03515014648437,0.6119852563262839,,1.1631032228469849,0,0,0.0,NN
44,1.0,96.17450714111328,0.6116298801518182,,1.1631032228469849,0,0,0.0,NN
44,10.0,107.38196563720703,0.6096281173587924,,1.1631032228469849,0,0,0.0,NN
44,100.0,210.35417938232422,0.6348453633323156,,1.1631032228469849,0,0,0.0,NN
45,0.1,94.46186218261718,0.6091863459010111,0.5986309051513672,1.1631032228469849,0,0,0.0,NN
45,1.0,95.60336303710938,0.6088193484363441,0.6202111840248108,1.1631032228469849,0,0,0.0,NN
45,10.0,106.82987976074219,0.6067284501522964,0.6017189025878906,1.1631032228469849,0,0,0.0,NN
45,100.0,209.90154266357422,0.6316640420705306,0.6339167356491089,1.1631032228469849,0,0,0.0,NN
46,0.1,93.89956817626953,0.6064551724505444,,1.1631032228469849,0,0,0.0,NN
46,1.0,95.04318237304688,0.6060768204131004,,1.1631032228469849,0,0,0.0,NN
46,10.0,106.28825378417967,0.6038989852930348,,1.1631032228469849,0,0,0.0,NN
46,100.0,209.45643615722653,0.6285602634690808,,1.1631032228469849,0,0,0.0,NN
47,0.1,93.34789428710938,0.6037886321384488,,1.1631032228469849,0,0,0.0,NN
47,1.0,94.4935531616211,0.603399138993142,,1.1631032228469849,0,0,0.0,NN
47,10.0,105.75682830810547,0.6011364468700064,,1.1631032228469849,0,0,0.0,NN
47,100.0,209.0186309814453,0.6255308692102742,,1.1631032228469849,0,0,0.0,NN
49,0.1,92.27496490478515,0.5986380687480528,,1.1631032228469849,0,0,0.0,NN
49,1.0,93.42463684082031,0.5982268762434906,,1.1631032228469849,0,0,0.0,NN
49,10.0,104.7230224609375,0.5958006125278933,,1.1631032228469849,0,0,0.0,NN
49,100.0,208.16412353515625,0.6196832416967999,,1.1631032228469849,0,0,0.0,NN
51,0.1,91.2404571533203,0.5937135381510309,,1.1631032228469849,0,0,0.0,NN
51,1.0,92.39398193359375,0.5932815998772761,,1.1631032228469849,0,0,0.0,NN
51,10.0,103.72594451904298,0.5906992871985971,,1.1631032228469849,0,0,0.0,NN
51,100.0,207.33645629882812,0.6140987717516947,,1.1631032228469849,0,0,0.0,NN
52,0.1,90.73682556152343,0.5913302425349735,,1.1631032228469849,0,0,0.0,NN
